Coverage,EmploymentStatus,Income,Marital.Status,Monthly.Premium.Auto,Number.of.Open.Complaints,Number.of.Policies,Renew.Offer.Type,Vehicle.Class,Customer.Lifetime.Value
Basic,Unemployed,0,Married,73.06721497,0,1,Offer2,Two-Door Car,2472
Basic,Employed,20244,Married,66,0,4,Offer2,Four-Door Car,5074
Extended,Unemployed,0,Single,136,1,3,Offer1,SUV,9032
Basic,Employed,67197,Divorced,74,3,2,Offer1,Two-Door Car,8481
Basic,Unemployed,0,Single,108,0,4,Offer2,SUV,7259
Basic,Employed,25564,Divorced,71,0,6,Offer1,Four-Door Car,5495
Basic,Employed,68665,Married,69,0,7,Offer3,Two-Door Car,5600
Basic,Employed,49480,Married,70,1,4,Offer2,Four-Door Car,5490
Basic,Retired,26802,Married,71.96001397,1,3,Offer2,Four-Door Car,4636
Basic,Employed,31530,Married,69,1,3,Offer1,Two-Door Car,5460
Basic,Employed,55281,Married,192,1,1,Offer1,Luxury SUV,7605
Extended,Unemployed,0,Single,79,0,1,Offer1,Four-Door Car,2824
Basic,Employed,22276,Married,111,1,2,Offer3,SUV,17250
Basic,Medical Leave,22520,Married,69,1,9,Offer3,Two-Door Car,5332
Premium,Employed,58327,Married,129,0,3,Offer2,SUV,10364
Basic,Employed,77693,Married,65,0,7,Offer2,Four-Door Car,5256
Basic,Employed,72117,Married,103,0,9,Offer1,SUV,8356
Basic,Employed,64455,Single,71,0,2,Offer4,Four-Door Car,21766
Basic,Unemployed,0,Single,66,0,3,Offer3,Four-Door Car,4566
Extended,Unemployed,0,Single,124.8107259,0,6,Offer1,SUV,9707
Extended,Employed,23339,Married,138,0,1,Offer2,SUV,5437
Basic,Unemployed,0,Single,73,0,1,Offer2,Four-Door Car,2510
Extended,Unemployed,0,Married,86,2,2,Offer2,Two-Door Car,8681
Premium,Employed,34337,Married,113,0,9,Offer2,Four-Door Car,9035
Premium,Employed,34695,Single,112,0,7,Offer1,Two-Door Car,8743
Extended,Retired,20993,Divorced,133,0,1,Offer2,SUV,4772
Extended,Unemployed,0,Married,95,0,1,Offer2,Four-Door Car,2716
Extended,Employed,56940,Married,87,0,9,Offer2,Four-Door Car,6997
Basic,Employed,63909,Married,112,0,8,Offer2,SUV,8836
Basic,Medical Leave,14072,Divorced,71,0,2,Offer1,Four-Door Car,24127
Extended,Disabled,21853,Married,86,0,5,Offer3,Four-Door Car,6555
Basic,Employed,32210,Divorced,103,0,1,Offer1,SUV,4111
Basic,Unemployed,0,Single,70,0,3,Offer2,Two-Door Car,4484
Basic,Unemployed,0,Married,72,0,1,Offer1,Four-Door Car,2767
Basic,Employed,74057,Divorced,107,0,1,Offer1,SUV,4318
Extended,Employed,40332,Married,132,2,5,Offer1,Sports Car,10524
Extended,Retired,19614,Married,85,0,2,Offer2,Two-Door Car,16301
Basic,Unemployed,0,Single,62,5,2,Offer2,Four-Door Car,5409
Basic,Employed,20934,Married,61,1,1,Offer2,Four-Door Car,2329
Basic,Disabled,25163,Married,67,0,1,Offer2,Two-Door Car,2534
Basic,Employed,22454,Single,110,2,3,Offer2,SUV,8439
Basic,Employed,33317,Married,72,0,3,Offer1,Two-Door Car,5643
Basic,Employed,61542,Married,67,0,6,Offer1,Four-Door Car,5284
Basic,Employed,72503,Married,103,0,2,Offer1,SUV,12390
Basic,Unemployed,0,Single,74,0,1,Offer2,Four-Door Car,2489
Extended,Unemployed,0,Single,87,1,5,Offer2,Four-Door Car,6051
Basic,Employed,96314,Single,69,0,1,Offer2,Four-Door Car,2735
Extended,Employed,68370,Married,81,1,1,Offer2,Four-Door Car,3235
Basic,Employed,65024,Married,118.0962928,0,2,Offer1,SUV,13117
Basic,Unemployed,0,Single,113,0,2,Offer3,Sports Car,12128
Basic,Unemployed,0,Married,64.91263588,0,2,Offer2,Four-Door Car,7200
Extended,Employed,34986,Married,91,0,1,Offer4,Four-Door Car,3636
Basic,Employed,92766,Married,71,0,2,Offer2,Two-Door Car,20096
Basic,Unemployed,0,Single,116,0,3,Offer1,Sports Car,8169
Basic,Employed,53055,Single,112,2,3,Offer3,SUV,8548
Basic,Retired,16258,Married,64,0,1,Offer2,Two-Door Car,2398
Extended,Employed,42846,Married,81,0,4,Offer1,Four-Door Car,6480
Extended,Employed,63741,Single,91,0,6,Offer3,Four-Door Car,7185
Extended,Employed,29881,Married,85,0,6,Offer1,Four-Door Car,6755
Basic,Unemployed,0,Single,105,0,1,Offer4,SUV,3561
Basic,Employed,34621,Married,100.2790232,1,8,Offer1,SUV,8595
Extended,Employed,88410,Married,99,0,1,Offer2,Four-Door Car,3979
Basic,Employed,28559,Married,66,0,5,Offer4,Four-Door Car,5316
Basic,Employed,37748,Married,181,2,2,Offer1,Luxury Car,41491
Basic,Unemployed,0,Divorced,68,0,7,Offer1,Four-Door Car,4785
Basic,Employed,27734,Married,65,0,1,Offer2,Four-Door Car,2595
Basic,Retired,10621,Single,67,0,5,Offer1,Four-Door Car,4386
Basic,Employed,48597,Single,65,0,1,Offer2,Four-Door Car,2503
Basic,Employed,56202,Married,108,0,8,Offer1,SUV,8610
Basic,Unemployed,0,Married,110,0,7,Offer2,SUV,8215
Basic,Employed,44279,Married,61,0,3,Offer2,Two-Door Car,4854
Basic,Medical Leave,17576,Married,71,0,1,Offer2,Four-Door Car,2722
Basic,Employed,49182,Married,70,0,2,Offer1,Two-Door Car,8436
Basic,Employed,56701,Married,65,0,1,Offer4,Four-Door Car,2591
Basic,Employed,96137,Married,73,2,1,Offer1,Two-Door Car,2902
Basic,Employed,48534,Married,110,0,2,Offer1,SUV,13357
Extended,Employed,52499,Single,124.5116528,0,2,Offer1,SUV,42937
Extended,Medical Leave,15921,Married,92,1,4,Offer1,Four-Door Car,6903
Basic,Employed,34990,Single,65,0,1,Offer2,Four-Door Car,2574
Extended,Employed,77309,Married,83,0,1,Offer4,Two-Door Car,3358
Extended,Disabled,21135,Divorced,133.6995834,0,1,Offer3,SUV,4983
Extended,Unemployed,0,Single,86,0,4,Offer1,Two-Door Car,6019
Basic,Employed,70784,Married,64,0,7,Offer2,Four-Door Car,5080
Basic,Employed,26975,Married,73,0,5,Offer4,Two-Door Car,5809
Basic,Employed,86824,Married,72,0,3,Offer1,Four-Door Car,5817
Extended,Employed,93272,Married,95,0,1,Offer2,Two-Door Car,3832
Extended,Employed,24164,Divorced,137,0,5,Offer2,Sports Car,10972
Basic,Employed,67899,Married,71.48518311,1,3,Offer3,Four-Door Car,5254
Basic,Unemployed,0,Single,70.04827367,0,3,Offer2,Four-Door Car,6446
Extended,Employed,30786,Single,89,0,2,Offer2,Two-Door Car,10248
Basic,Employed,38157,Married,61,0,4,Offer3,Two-Door Car,4817
Extended,Employed,31991,Single,81,3,2,Offer2,Four-Door Car,8915
Basic,Employed,56835,Married,67,0,3,Offer1,Two-Door Car,5387
Extended,Unemployed,0,Divorced,88,0,1,Offer1,Four-Door Car,3210
Basic,Unemployed,0,Single,70,3,2,Offer2,Four-Door Car,7324
Premium,Employed,32762,Married,112,0,2,Offer1,Four-Door Car,13268
Extended,Medical Leave,17514,Married,127,0,3,Offer1,SUV,9753
Extended,Unemployed,0,Single,136,4,3,Offer1,SUV,8818
Basic,Employed,33938,Single,64,0,7,Offer1,Four-Door Car,4898
Basic,Unemployed,0,Single,70,0,1,Offer2,Four-Door Car,2430
Premium,Unemployed,0,Single,177,0,3,Offer1,SUV,12047
Premium,Employed,40864,Married,111,1,1,Offer4,Two-Door Car,4236
Premium,Unemployed,0,Married,105,0,1,Offer1,Four-Door Car,3885
Extended,Employed,23649,Single,80.28228711,1,5,Offer4,Four-Door Car,9753
Basic,Medical Leave,10074,Married,107,0,1,Offer2,SUV,4016
Extended,Employed,73643,Single,89,0,1,Offer2,Four-Door Car,3514
Extended,Employed,84869,Married,85,0,4,Offer2,Four-Door Car,6883
Basic,Employed,63223,Married,70,0,1,Offer2,Two-Door Car,2783
Premium,Medical Leave,16707,Divorced,102,0,8,Offer3,Four-Door Car,7614
Basic,Employed,70012,Married,119,0,1,Offer4,SUV,4794
Extended,Medical Leave,23051,Divorced,99,0,1,Offer1,Two-Door Car,3837
Extended,Employed,48567,Single,130,0,1,Offer2,SUV,5015
Extended,Unemployed,0,Married,84,2,3,Offer2,Four-Door Car,6227
Basic,Employed,48943,Married,65,0,2,Offer1,Two-Door Car,7851
Basic,Employed,93884,Married,65,0,1,Offer4,Four-Door Car,2635
Basic,Employed,50516,Married,62,0,1,Offer1,Four-Door Car,2480
Basic,Unemployed,0,Married,65,0,2,Offer1,Four-Door Car,7628
Extended,Employed,60884,Single,76,0,4,Offer2,Four-Door Car,6153
Extended,Disabled,27972,Married,90,0,8,Offer3,Two-Door Car,6966
Basic,Unemployed,0,Divorced,64,0,4,Offer1,Four-Door Car,4605
Extended,Employed,60244,Married,83,3,1,Offer3,Four-Door Car,3237
Premium,Employed,76514,Married,111,0,9,Offer2,Four-Door Car,9036
Extended,Employed,60646,Married,134,0,2,Offer2,SUV,16261
Basic,Employed,36313,Married,73.03731229,0,3,Offer3,Four-Door Car,5016
Basic,Employed,42045,Married,103,0,3,Offer1,SUV,8264
Extended,Unemployed,0,Single,95,0,2,Offer2,Two-Door Car,27945
Basic,Unemployed,0,Single,73,0,1,Offer4,Four-Door Car,2726
Basic,Employed,56481,Married,74,0,2,Offer1,Two-Door Car,8509
Extended,Employed,51833,Married,98,0,1,Offer1,Four-Door Car,3895
Basic,Disabled,11432,Married,119,0,2,Offer2,SUV,13466
Extended,Employed,78108,Single,98,0,1,Offer2,Two-Door Car,3886
Extended,Disabled,19429,Married,122,0,9,Offer1,SUV,9560
Basic,Employed,47306,Married,74,0,3,Offer4,Four-Door Car,5907
Premium,Employed,40006,Divorced,114,1,7,Offer1,Two-Door Car,9065
Basic,Employed,79297,Married,88.29250043,0,1,Offer2,Four-Door Car,2569
Basic,Employed,77803,Married,63,0,2,Offer2,Four-Door Car,17625
Premium,Employed,41854,Married,110,0,8,Offer1,Four-Door Car,8861
Basic,Unemployed,0,Single,67,0,8,Offer1,Two-Door Car,4739
Basic,Disabled,14209,Married,62,0,2,Offer3,Four-Door Car,18591
Basic,Medical Leave,18606,Married,110,1,1,Offer3,SUV,4099
Extended,Unemployed,0,Married,138,4,1,Offer1,SUV,5064
Basic,Employed,41043,Married,72,0,5,Offer3,Four-Door Car,5638
Basic,Employed,76358,Married,66,0,2,Offer3,Four-Door Car,23594
Basic,Employed,34837,Married,63,0,2,Offer1,Four-Door Car,7663
Basic,Employed,35095,Divorced,86.01700567,0,2,Offer2,Two-Door Car,16979
Basic,Employed,36007,Married,70,0,2,Offer1,Four-Door Car,25093
Basic,Employed,87840,Married,118,1,3,Offer1,SUV,9419
Basic,Employed,30027,Married,65,0,1,Offer2,Four-Door Car,2560
Basic,Employed,78618,Divorced,91.02051075,0,1,Offer1,Two-Door Car,2619
Extended,Retired,20993,Divorced,133,2,1,Offer1,SUV,4772
Premium,Employed,54702,Married,199,0,1,Offer4,SUV,8019
Basic,Unemployed,0,Single,71,0,4,Offer1,Four-Door Car,5088
Premium,Employed,26245,Single,110,0,1,Offer4,Two-Door Car,4271
Premium,Disabled,23474,Married,100,0,1,Offer1,Sports Car,3954
Extended,Employed,41273,Married,77,1,1,Offer2,Two-Door Car,3086
Extended,Employed,24213,Single,78,1,2,Offer2,Four-Door Car,24709
Extended,Employed,76506,Divorced,89,0,8,Offer2,Two-Door Car,7155
Basic,Employed,66023,Married,73.58610794,0,1,Offer4,Four-Door Car,2847
Premium,Employed,22103,Married,101,0,2,Offer4,Two-Door Car,16702
Basic,Employed,44719,Married,193,0,2,Offer1,Luxury Car,23144
Basic,Employed,90353,Married,70,0,7,Offer2,Two-Door Car,5680
Basic,Employed,36706,Married,71,0,1,Offer2,Two-Door Car,2863
Premium,Employed,88854,Single,118,0,2,Offer1,Two-Door Car,14042
Basic,Unemployed,0,Divorced,64,0,2,Offer1,Two-Door Car,6866
Basic,Medical Leave,10237,Married,72,0,1,Offer2,Two-Door Car,2620
Extended,Unemployed,0,Single,90,0,2,Offer1,Four-Door Car,9112
Extended,Unemployed,0,Single,91,0,6,Offer1,Two-Door Car,6265
Basic,Employed,25398,Married,74,0,3,Offer4,Four-Door Car,5878
Basic,Unemployed,0,Single,117.0939226,0,7,Offer1,SUV,7635
Basic,Employed,97735,Divorced,73,0,1,Offer2,Four-Door Car,2939
Basic,Employed,60415,Divorced,62,0,5,Offer2,Two-Door Car,4983
Extended,Employed,48567,Single,130,0,1,Offer2,SUV,5015
Basic,Retired,28215,Single,65,0,3,Offer1,Two-Door Car,4650
Extended,Employed,96162,Single,97,0,4,Offer2,Four-Door Car,7758
Extended,Employed,60613,Single,240,0,1,Offer4,Luxury Car,9366
Extended,Employed,84629,Married,90,0,5,Offer2,Four-Door Car,7291
Basic,Disabled,14174,Married,72,0,8,Offer1,Four-Door Car,5598
Basic,Employed,56481,Married,106,0,3,Offer1,SUV,8509
Extended,Disabled,15871,Married,89,0,4,Offer4,Four-Door Car,6838
Basic,Employed,46896,Married,62,1,4,Offer2,Four-Door Car,4951
Extended,Disabled,16450,Married,128,0,1,Offer1,SUV,4836
Basic,Unemployed,0,Married,100,1,1,Offer1,SUV,3460
Basic,Unemployed,0,Married,109,0,3,Offer1,SUV,8522
Basic,Unemployed,0,Single,64,0,2,Offer1,Four-Door Car,11095
Basic,Employed,24825,Married,64,0,1,Offer2,Two-Door Car,2497
Basic,Unemployed,0,Single,66,0,2,Offer1,Four-Door Car,6993
Basic,Employed,31972,Married,70,0,3,Offer1,Four-Door Car,5580
Extended,Disabled,13207,Married,137,2,3,Offer1,SUV,9939
Premium,Employed,90343,Single,175,0,3,Offer1,SUV,13742
Premium,Unemployed,0,Divorced,134.0663375,1,2,Offer1,SUV,17602
Basic,Unemployed,0,Married,73,0,2,Offer1,Four-Door Car,8204
Extended,Employed,68025,Divorced,91,0,2,Offer1,Four-Door Car,10892
Basic,Unemployed,0,Married,100,0,4,Offer1,Sports Car,7331
Extended,Employed,86195,Married,139,0,3,Offer1,SUV,11281
Extended,Employed,91268,Married,229,0,5,Offer2,Luxury Car,18504
Extended,Employed,42056,Married,78,0,1,Offer1,Four-Door Car,3130
Extended,Employed,38500,Married,99,1,1,Offer1,Four-Door Car,3982
Basic,Employed,62464,Married,109,0,4,Offer2,Sports Car,8658
Extended,Employed,66676,Married,97,0,1,Offer3,Four-Door Car,3919
Basic,Employed,64502,Married,70,0,2,Offer2,Two-Door Car,8355
Basic,Unemployed,0,Single,74,0,7,Offer3,Two-Door Car,5097
Extended,Employed,47730,Divorced,91,0,2,Offer3,Four-Door Car,28699
Basic,Employed,81565,Married,71,0,1,Offer2,Four-Door Car,2880
Extended,Employed,68563,Married,131,1,3,Offer4,SUV,10425
Basic,Unemployed,0,Single,74,0,2,Offer1,Four-Door Car,13372
Extended,Disabled,16711,Married,91,1,1,Offer1,Four-Door Car,3499
Basic,Medical Leave,23577,Married,68,0,2,Offer2,Four-Door Car,7699
Extended,Disabled,22076,Single,80.04732699,0,1,Offer1,Four-Door Car,3106
Basic,Employed,58577,Married,110,0,1,Offer1,SUV,4428
Basic,Employed,70837,Married,73,4,3,Offer2,Four-Door Car,5635
Basic,Employed,73054,Married,106,1,2,Offer1,SUV,12741
Extended,Employed,68727,Married,94,0,1,Offer4,Two-Door Car,3776
Extended,Disabled,20132,Divorced,86,3,2,Offer1,Four-Door Car,8763
Extended,Unemployed,0,Married,79,0,9,Offer4,Two-Door Car,5714
Basic,Employed,33947,Married,66,1,1,Offer2,Four-Door Car,2599
Basic,Disabled,12495,Divorced,65,0,1,Offer1,Four-Door Car,2413
Basic,Employed,36554,Married,107,0,3,Offer1,SUV,8114
Basic,Employed,50800,Married,112,0,2,Offer1,Sports Car,13369
Basic,Employed,54833,Married,198,3,3,Offer3,Luxury Car,15512
Extended,Disabled,11538,Married,82,0,2,Offer3,Four-Door Car,21528
Basic,Medical Leave,26334,Single,71,0,3,Offer2,Two-Door Car,5305
Extended,Employed,33432,Single,90,0,2,Offer1,Two-Door Car,10388
Basic,Unemployed,0,Married,73,1,7,Offer1,Two-Door Car,5905
Basic,Employed,48203,Divorced,66,0,6,Offer4,Four-Door Car,5219
Extended,Employed,23576,Married,89,0,2,Offer2,Four-Door Car,31864
Basic,Unemployed,0,Married,106,0,7,Offer1,SUV,7645
Premium,Employed,22799,Married,190,0,6,Offer2,SUV,15042
Basic,Unemployed,0,Divorced,72,0,3,Offer3,Four-Door Car,4830
Basic,Unemployed,0,Single,64,0,1,Offer4,Four-Door Car,2275
Basic,Employed,44524,Married,70,0,2,Offer4,Four-Door Car,11044
Basic,Employed,29822,Single,61,0,2,Offer2,Two-Door Car,19014
Basic,Employed,65096,Married,67,3,8,Offer1,Four-Door Car,5285
Basic,Employed,61953,Divorced,113,0,1,Offer3,SUV,4416
Extended,Employed,27458,Divorced,131,0,5,Offer1,Sports Car,10506
Basic,Employed,45181,Married,65,0,1,Offer4,Four-Door Car,2599
Premium,Unemployed,0,Married,144.7138551,0,1,Offer2,SUV,5619
Basic,Employed,97917,Single,67,5,3,Offer4,Two-Door Car,4928
Basic,Unemployed,0,Divorced,68,0,7,Offer1,Four-Door Car,4890
Basic,Employed,99185,Married,115,0,3,Offer2,SUV,9369
Extended,Unemployed,0,Married,77,0,9,Offer3,Four-Door Car,5677
Basic,Employed,24317,Married,73,1,3,Offer1,Four-Door Car,5850
Basic,Employed,23692,Married,67,0,1,Offer1,Two-Door Car,2542
Premium,Employed,76184,Married,111,0,3,Offer2,Two-Door Car,9002
Basic,Employed,81350,Married,73,0,2,Offer1,Four-Door Car,8879
Premium,Employed,69442,Married,118,3,3,Offer3,Four-Door Car,9339
Basic,Employed,75217,Single,61,1,2,Offer3,Four-Door Car,7173
Basic,Unemployed,0,Single,70,0,2,Offer1,Four-Door Car,14837
Extended,Employed,72517,Married,126,0,2,Offer1,SUV,14510
Extended,Employed,26050,Married,97,0,1,Offer2,Four-Door Car,3803
Basic,Disabled,18884,Divorced,64,0,2,Offer1,Four-Door Car,7296
Basic,Medical Leave,23870,Married,74,0,1,Offer2,Two-Door Car,2816
Basic,Employed,75644,Divorced,65,3,9,Offer2,Two-Door Car,4974
Extended,Employed,42314,Married,80,0,3,Offer3,Four-Door Car,6282
Basic,Employed,25998,Married,71,0,2,Offer2,Four-Door Car,8382
Basic,Employed,99824,Married,63,0,1,Offer1,Four-Door Car,2538
Extended,Unemployed,0,Single,122,0,9,Offer1,Sports Car,9031
Extended,Employed,33255,Divorced,139,0,1,Offer3,SUV,5526
Basic,Employed,51144,Married,61,1,9,Offer1,Two-Door Car,4768
Extended,Employed,47197,Married,81,0,2,Offer2,Four-Door Car,9805
Basic,Employed,58729,Married,68,2,1,Offer1,Four-Door Car,2642
Basic,Unemployed,0,Single,106,0,5,Offer1,SUV,7635
Extended,Medical Leave,15300,Married,85,0,9,Offer3,Four-Door Car,6494
Basic,Employed,31283,Married,105,0,2,Offer1,SUV,12101
Basic,Unemployed,0,Single,68,3,2,Offer1,Four-Door Car,13197
Extended,Employed,25820,Divorced,82,0,1,Offer1,Four-Door Car,3265
Basic,Unemployed,0,Divorced,63,0,2,Offer2,Four-Door Car,16468
Basic,Employed,74586,Married,103,0,2,Offer2,SUV,12300
Basic,Disabled,13483,Married,107,0,1,Offer1,SUV,4083
Basic,Unemployed,0,Single,116,2,6,Offer2,Sports Car,7577
Premium,Unemployed,0,Single,112,1,1,Offer1,Sports Car,3726
Extended,Unemployed,0,Single,86,0,1,Offer1,Four-Door Car,3011
Basic,Unemployed,0,Single,66,0,9,Offer2,Four-Door Car,4488
Basic,Unemployed,0,Married,115.9567521,0,5,Offer3,SUV,8586
Basic,Employed,94392,Married,65,2,3,Offer4,Two-Door Car,5216
Premium,Employed,43244,Single,103,0,2,Offer1,Four-Door Car,12128
Basic,Unemployed,0,Single,89.4602602,0,2,Offer3,Four-Door Car,9321
Basic,Employed,26790,Married,71,0,1,Offer2,Two-Door Car,2810
Extended,Employed,68558,Married,134,0,1,Offer3,SUV,5297
Basic,Employed,31058,Married,78.6848611,5,1,Offer4,Two-Door Car,2489
Basic,Unemployed,0,Single,189,1,1,Offer1,Luxury Car,6297
Basic,Employed,52801,Divorced,100,2,1,Offer1,SUV,4068
Basic,Employed,97131,Married,64,0,6,Offer2,Four-Door Car,5181
Extended,Unemployed,0,Single,128,0,6,Offer1,SUV,8591
Basic,Employed,62452,Single,69,0,1,Offer1,Four-Door Car,2683
Extended,Employed,86347,Married,89.76663125,0,2,Offer1,Four-Door Car,12584
Basic,Unemployed,0,Single,116,0,7,Offer1,Sports Car,8385
Basic,Employed,46922,Married,64,0,3,Offer1,Two-Door Car,5092
Extended,Medical Leave,11033,Married,80.97699162,0,2,Offer1,Two-Door Car,10828
Premium,Employed,39032,Married,198,0,7,Offer1,SUV,15762
Basic,Unemployed,0,Married,70,0,1,Offer2,Four-Door Car,2489
Basic,Employed,42148,Married,71,2,2,Offer3,Four-Door Car,16870
Premium,Unemployed,0,Married,107,0,2,Offer2,Two-Door Car,11926
Basic,Employed,59230,Married,107,0,5,Offer1,SUV,8513
Basic,Employed,51737,Single,71,0,6,Offer1,Four-Door Car,5598
Extended,Retired,13663,Single,97,0,2,Offer1,Four-Door Car,25464
Basic,Employed,89092,Married,70,0,5,Offer1,Four-Door Car,5383
Premium,Employed,26118,Divorced,101,0,9,Offer1,Four-Door Car,7974
Extended,Medical Leave,21616,Single,93,0,7,Offer2,Two-Door Car,6608
Basic,Employed,39293,Married,74,0,6,Offer2,Two-Door Car,5896
Extended,Unemployed,0,Divorced,87,0,3,Offer1,Four-Door Car,6297
Premium,Employed,45431,Married,116,0,2,Offer2,Four-Door Car,41745
Extended,Unemployed,0,Married,95,0,2,Offer2,Four-Door Car,10395
Extended,Employed,68103,Divorced,82,0,1,Offer2,Two-Door Car,3244
Basic,Unemployed,0,Married,71,0,1,Offer2,Two-Door Car,2594
Basic,Unemployed,0,Married,65,0,3,Offer1,Two-Door Car,5029
Basic,Employed,38713,Divorced,66,4,6,Offer2,Four-Door Car,4834
Extended,Employed,82414,Divorced,95,0,1,Offer4,Four-Door Car,3816
Basic,Unemployed,0,Single,72,0,2,Offer4,Four-Door Car,7260
Basic,Employed,33175,Single,66,0,2,Offer3,Two-Door Car,20380
Basic,Employed,36733,Married,71,0,2,Offer2,Four-Door Car,14019
Basic,Unemployed,0,Single,194,0,7,Offer1,Luxury SUV,13144
Premium,Unemployed,0,Divorced,111,0,1,Offer3,Four-Door Car,3915
Basic,Employed,73019,Divorced,112,0,1,Offer1,SUV,4475
Basic,Employed,82695,Divorced,62,0,1,Offer3,Four-Door Car,2450
Basic,Employed,44025,Married,69,0,1,Offer3,Four-Door Car,2725
Basic,Disabled,14660,Married,61,0,1,Offer2,Four-Door Car,2319
Basic,Employed,87313,Divorced,67,0,1,Offer2,Four-Door Car,2690
Basic,Employed,46855,Married,119,0,9,Offer3,SUV,9501
Extended,Employed,44817,Married,83,0,2,Offer1,Four-Door Car,9886
Extended,Unemployed,0,Divorced,94,0,1,Offer1,Two-Door Car,3189
Basic,Employed,69604,Married,70,0,1,Offer4,Four-Door Car,2797
Basic,Disabled,18174,Married,66,0,9,Offer1,Four-Door Car,4960
Extended,Employed,59853,Married,229,0,2,Offer2,Luxury SUV,19483
Basic,Employed,39049,Married,63,0,2,Offer2,Two-Door Car,14932
Premium,Unemployed,0,Single,105,0,1,Offer1,Four-Door Car,3491
Basic,Unemployed,0,Single,61,0,1,Offer2,Four-Door Car,2064
Basic,Employed,52339,Married,66,0,2,Offer1,Two-Door Car,7980
Extended,Unemployed,0,Single,99,0,2,Offer2,Four-Door Car,9868
Basic,Employed,64987,Married,66,0,1,Offer2,Four-Door Car,2659
Extended,Unemployed,0,Married,89.9469528,0,2,Offer3,Two-Door Car,14932
Extended,Employed,66676,Married,97,0,1,Offer3,Four-Door Car,3919
Extended,Employed,85609,Married,136,0,1,Offer2,SUV,5522
Basic,Employed,76514,Married,112,0,3,Offer4,SUV,9028
Extended,Employed,75037,Married,85,2,2,Offer2,Four-Door Car,13530
Basic,Employed,68321,Married,69.12139749,0,1,Offer4,Four-Door Car,2552
Basic,Unemployed,0,Married,61,1,1,Offer1,Four-Door Car,2231
